,hero_name,position,facet,matches,build_win_rate,talents,abilities,starting,common_late,early,mid,late,core
498,Phoenix,Mid,DYING LIGHT,43,47,"[0, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Icarus Dive', 'Icarus Dive', '+20 Icarus Dive Damage Per Second']","['Tango', 'Observer Ward', 'Circlet', 'Circlet', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength', 'Faerie Fire', 'Faerie Fire', 'Iron Branch', 'Magic Stick', 'Gauntlets of Strength']",[],[],"['Dagon', 'Orchid Malevolence', 'Dagon', 'Radiance', 'Dagon', 'Yasha', 'Kaya', 'Meteor Hammer', 'Dagon', 'Heart of Tarrasque', 'Manta Style', ""Aghanim's Shard"", 'Pipe of Insight', 'Blink Dagger', 'Overwhelming Blink', 'Armlet of Mordiggian', 'Hurricane Pike']","['Aeon Disk', 'Tiara of Selemene']","['Bracer', 'Bracer', 'Dagon', 'Magic Wand', 'Boots of Speed', 'Tranquil Boots', 'Urn of Shadows', 'Dagon']"
499,Phoenix,Offlane,DYING LIGHT,849,55,"[0, 1, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Icarus Dive', 'Icarus Dive', '+20 Icarus Dive Damage Per Second']","['Tango', 'Circlet', 'Iron Branch', 'Circlet', 'Iron Branch', 'Faerie Fire', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick']","[""Shiva's Guard"", 'Refresher Orb', 'Tranquil Boots', 'Scythe of Vyse', ""Eul's Scepter of Divinity"", 'Spirit Vessel']","['Bracer', 'Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Tranquil Boots', 'Spirit Vessel', 'Wind Lace', 'Helm of Iron Will']","['Hand of Midas', 'Veil of Discord', 'Radiance', ""Eul's Scepter of Divinity"", ""Shiva's Guard"", ""Aghanim's Shard"", 'Boots of Travel', 'Black King Bar', 'Tiara of Selemene', 'Scythe of Vyse']","[""Aghanim's Scepter"", 'Refresher Orb', 'Aeon Disk', 'Nullifier']","['Bracer', 'Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Tranquil Boots', 'Spirit Vessel', 'Wind Lace', 'Helm of Iron Will', 'Veil of Discord', 'Radiance', ""Eul's Scepter of Divinity"", ""Shiva's Guard"", ""Aghanim's Shard"", 'Boots of Travel', 'Scythe of Vyse', ""Aghanim's Scepter"", 'Refresher Orb']"
500,Phoenix,Offlane,DYING LIGHT,84,45,"[0, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Icarus Dive', 'Icarus Dive', '+20 Icarus Dive Damage Per Second']","['Tango', 'Circlet', 'Iron Branch', 'Faerie Fire', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Circlet', 'Magic Stick', 'Gauntlets of Strength']",[],[],"['Orchid Malevolence', 'Hand of Midas', 'Wraith Band', 'Vanguard', 'Radiance', 'Boots of Travel', ""Aghanim's Shard"", 'Pipe of Insight', 'Dagon', 'Tiara of Selemene', 'Scythe of Vyse', 'Black King Bar', 'Heart of Tarrasque', 'Sange', 'Crimson Guard', ""Aghanim's Scepter"", 'Dagon', 'Aeon Disk']","[""Vladmir's Offering""]","['Bracer', 'Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Tranquil Boots', 'Spirit Vessel', 'Orchid Malevolence', 'Bracer', ""Aghanim's Shard""]"
501,Phoenix,Offlane,HOTSPOT,37,41,"[0, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Icarus Dive', 'Icarus Dive', '+20 Icarus Dive Damage Per Second']","['Tango', 'Circlet', 'Iron Branch', 'Iron Branch', 'Circlet', 'Magic Stick', 'Faerie Fire', 'Iron Branch', 'Blood Grenade']",[],"['Bracer', 'Urn of Shadows', 'Magic Wand', 'Helm of Iron Will', 'Boots of Speed', 'Tranquil Boots', 'Meteor Hammer', 'Wind Lace']","['Veil of Discord', 'Hand of Midas', 'Spirit Vessel', ""Eul's Scepter of Divinity"", ""Shiva's Guard"", 'Radiance', ""Aghanim's Shard"", 'Refresher Orb']",['Wind Waker'],"['Urn of Shadows', 'Magic Wand', 'Boots of Speed', 'Veil of Discord', 'Spirit Vessel', ""Shiva's Guard"", 'Helm of Iron Will']"
502,Phoenix,Support,DYING LIGHT,2783,50,"[1, 1, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Sun Ray', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Sun Ray', 'Sun Ray', 'Sun Ray']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Circlet', 'Observer and Sentry Wards', 'Iron Branch', 'Faerie Fire', 'Iron Branch', 'Magic Stick', 'Circlet', 'Iron Branch']","['Tranquil Boots', ""Shiva's Guard"", 'Spirit Vessel', 'Refresher Orb', ""Eul's Scepter of Divinity"", 'Scythe of Vyse']","['Bracer', 'Boots of Speed', 'Urn of Shadows', 'Magic Wand', 'Tranquil Boots', 'Wind Lace']","['Spirit Vessel', 'Helm of Iron Will', ""Eul's Scepter of Divinity"", 'Veil of Discord', ""Aghanim's Shard"", ""Shiva's Guard"", 'Tiara of Selemene', 'Scythe of Vyse', ""Aghanim's Scepter""]","['Aeon Disk', 'Refresher Orb', 'Boots of Travel', 'Boots of Travel 2']","['Bracer', 'Boots of Speed', 'Urn of Shadows', 'Magic Wand', 'Tranquil Boots', 'Wind Lace', 'Spirit Vessel', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Veil of Discord', ""Shiva's Guard"", 'Scythe of Vyse', 'Aeon Disk', 'Refresher Orb']"
503,Phoenix,Support,HOTSPOT,168,43,"[1, 1, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Sun Ray', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Sun Ray', 'Sun Ray', 'Sun Ray']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Circlet', 'Observer and Sentry Wards', 'Iron Branch', 'Faerie Fire', 'Iron Branch', 'Magic Stick', 'Iron Branch']","['Tranquil Boots', 'Spirit Vessel', 'Refresher Orb', ""Shiva's Guard"", ""Eul's Scepter of Divinity"", 'Scythe of Vyse']","['Boots of Speed', 'Bracer', 'Urn of Shadows', 'Wind Lace', 'Magic Wand', 'Tranquil Boots']","['Spirit Vessel', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Veil of Discord', ""Heaven's Halberd"", 'Aether Lens', 'Holy Locket', 'Ghost Scepter', ""Aghanim's Scepter"", ""Shiva's Guard""]","['Tiara of Selemene', 'Scythe of Vyse', 'Aeon Disk', 'Refresher Orb', 'Boots of Travel']","['Boots of Speed', 'Urn of Shadows', 'Wind Lace', 'Magic Wand', 'Tranquil Boots', 'Spirit Vessel', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Veil of Discord', ""Shiva's Guard""]"
504,Phoenix,Hard Support,DYING LIGHT,3926,52,"[1, 1, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Sun Ray', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Sun Ray', 'Sun Ray', 'Sun Ray']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Circlet', 'Iron Branch', 'Faerie Fire', 'Observer and Sentry Wards', 'Magic Stick', 'Iron Branch', 'Iron Branch']","['Tranquil Boots', ""Eul's Scepter of Divinity"", ""Shiva's Guard"", 'Spirit Vessel', 'Refresher Orb', 'Scythe of Vyse']","['Bracer', 'Boots of Speed', 'Magic Wand', 'Urn of Shadows', 'Tranquil Boots', 'Wind Lace']","['Spirit Vessel', 'Helm of Iron Will', ""Eul's Scepter of Divinity"", 'Veil of Discord', ""Aghanim's Shard"", ""Shiva's Guard"", 'Tiara of Selemene', 'Lotus Orb', 'Scythe of Vyse']","['Aeon Disk', 'Refresher Orb', 'Boots of Travel', 'Wind Waker', 'Octarine Core', 'Boots of Travel 2']","['Boots of Speed', 'Magic Wand', 'Urn of Shadows', 'Tranquil Boots', 'Wind Lace', 'Spirit Vessel', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Scythe of Vyse', 'Veil of Discord', ""Shiva's Guard"", 'Aeon Disk', 'Refresher Orb']"
505,Phoenix,Hard Support,HOTSPOT,264,48,"[1, 1, 1, 1]","['Fire Spirits', 'Icarus Dive', 'Fire Spirits', 'Sun Ray', 'Fire Spirits', 'Supernova', 'Fire Spirits', 'Sun Ray', 'Sun Ray', 'Sun Ray']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Iron Branch', 'Circlet', 'Faerie Fire', 'Observer and Sentry Wards', 'Magic Stick', 'Iron Branch']","['Tranquil Boots', 'Refresher Orb', ""Eul's Scepter of Divinity"", 'Spirit Vessel', ""Shiva's Guard"", 'Magic Wand']","['Boots of Speed', 'Magic Wand', 'Urn of Shadows', 'Bracer', 'Tranquil Boots', 'Wind Lace']","['Spirit Vessel', ""Eul's Scepter of Divinity"", 'Holy Locket', 'Veil of Discord', ""Aghanim's Shard"", 'Glimmer Cape', ""Shiva's Guard"", ""Aghanim's Scepter"", 'Lotus Orb', 'Scythe of Vyse']","['Refresher Orb', 'Aeon Disk', 'Maelstrom']","['Boots of Speed', 'Magic Wand', 'Urn of Shadows', 'Tranquil Boots', 'Wind Lace', 'Spirit Vessel', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Veil of Discord', ""Shiva's Guard"", 'Refresher Orb']"
506,Primal Beast,Mid,ROMP N' STOMP,977,55,"[1, 0, 1, 0]","['Uproar', 'Trample', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Faerie Fire', 'Observer Ward', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Iron Branch']","['Black King Bar', 'Phase Boots', 'Blink Dagger', 'Blade Mail', ""Shiva's Guard"", ""Aghanim's Scepter""]","['Bottle', 'Boots of Speed', 'Wind Lace', 'Phase Boots', 'Magic Wand']","['Blade Mail', 'Eternal Shroud', 'Black King Bar', 'Blink Dagger', 'Sange', ""Aghanim's Shard"", 'Veil of Discord', 'Sange and Yasha', ""Aghanim's Scepter"", ""Eul's Scepter of Divinity"", ""Shiva's Guard"", 'Heart of Tarrasque']","['Scythe of Vyse', 'Refresher Orb', 'Boots of Travel', 'Overwhelming Blink', 'Boots of Travel 2', 'Nullifier']","['Bottle', 'Boots of Speed', 'Wind Lace', 'Phase Boots', 'Magic Wand', 'Blade Mail', 'Eternal Shroud', 'Black King Bar', 'Blink Dagger', ""Aghanim's Scepter"", ""Shiva's Guard"", ""Aghanim's Shard"", 'Veil of Discord', 'Heart of Tarrasque']"
507,Primal Beast,Mid,ROMP N' STOMP,258,42,"[1, 0, 1]","['Uproar', 'Trample', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Faerie Fire', 'Observer Ward', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Iron Branch']",[],"['Bottle', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots']","['Blade Mail', 'Eternal Shroud', 'Black King Bar', ""Aghanim's Shard"", 'Sange', 'Sange and Yasha', 'Heart of Tarrasque']",[],"['Bottle', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Blade Mail', 'Eternal Shroud', 'Black King Bar']"
508,Primal Beast,Mid,FEROCITY,71,46,"[1, 0, 1, 0]","['Uproar', 'Trample', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Observer Ward', 'Faerie Fire', 'Iron Branch', 'Quelling Blade', 'Iron Branch', 'Iron Branch']","['Black King Bar', 'Phase Boots', 'Blade Mail', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Overwhelming Blink']","['Bottle', 'Boots of Speed', 'Wind Lace', 'Phase Boots', 'Magic Wand']","['Blade Mail', 'Eternal Shroud', 'Black King Bar', 'Blink Dagger', 'Veil of Discord', ""Aghanim's Shard"", ""Aghanim's Scepter"", 'Sange and Yasha', 'Heart of Tarrasque', ""Shiva's Guard"", 'Bloodstone']","[""Eul's Scepter of Divinity"", 'Overwhelming Blink', 'Wind Waker']","['Bottle', 'Boots of Speed', 'Wind Lace', 'Phase Boots', 'Magic Wand', 'Blade Mail', 'Eternal Shroud', 'Black King Bar', 'Blink Dagger', ""Aghanim's Scepter""]"
509,Primal Beast,Offlane,ROMP N' STOMP,828,54,"[1, 0, 1, 0]","['Uproar', 'Trample', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Iron Branch', 'Gauntlets of Strength', 'Circlet', 'Gauntlets of Strength', 'Magic Stick', 'Quelling Blade', 'Iron Branch', 'Iron Branch']","['Black King Bar', 'Phase Boots', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Blink Dagger', 'Blade Mail']","['Bracer', 'Boots of Speed', 'Bracer', 'Wind Lace', 'Phase Boots', 'Magic Wand', 'Soul Ring']","['Blade Mail', 'Black King Bar', 'Eternal Shroud', 'Blink Dagger', 'Veil of Discord', ""Aghanim's Shard"", 'Sange', ""Eul's Scepter of Divinity"", ""Aghanim's Scepter"", ""Shiva's Guard"", 'Lotus Orb', 'Kaya and Sange', 'Heart of Tarrasque']","['Refresher Orb', 'Wind Waker', 'Boots of Travel', 'Overwhelming Blink']","['Bracer', 'Boots of Speed', 'Wind Lace', 'Phase Boots', 'Magic Wand', 'Soul Ring', 'Blink Dagger', ""Aghanim's Shard"", 'Blade Mail', 'Black King Bar', 'Eternal Shroud', ""Aghanim's Scepter"", 'Veil of Discord', ""Shiva's Guard""]"
510,Primal Beast,Offlane,ROMP N' STOMP,253,35,"[1, 0, 1, 0]","['Uproar', 'Trample', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Gauntlets of Strength', 'Iron Branch', 'Circlet', 'Gauntlets of Strength', 'Quelling Blade', 'Magic Stick', 'Iron Branch', 'Iron Branch', 'Circlet']",[],"['Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots']","['Mekansm', 'Blade Mail', 'Vanguard', 'Blink Dagger', 'Guardian Greaves', 'Eternal Shroud', 'Veil of Discord', 'Pipe of Insight', 'Crimson Guard', ""Aghanim's Shard"", 'Sange', ""Eul's Scepter of Divinity"", 'Heart of Tarrasque', 'Sange and Yasha', 'Lotus Orb', ""Shiva's Guard""]",[],"['Bracer', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Soul Ring', 'Bracer', 'Blade Mail', 'Eternal Shroud', 'Pipe of Insight', ""Aghanim's Shard""]"
511,Primal Beast,Offlane,FEROCITY,62,56,"[1, 0, 1, 0]","['Trample', 'Uproar', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', 'Onslaught']","['Tango', 'Gauntlets of Strength', 'Iron Branch', 'Quelling Blade', 'Circlet', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Faerie Fire', 'Iron Branch', 'Gauntlets of Strength']","['Black King Bar', 'Phase Boots', ""Aghanim's Scepter"", 'Blade Mail', ""Shiva's Guard"", 'Blink Dagger']","['Bracer', 'Bracer', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Soul Ring']","['Blade Mail', 'Helm of Iron Will', 'Veil of Discord', 'Eternal Shroud', 'Black King Bar', 'Blink Dagger', ""Aghanim's Shard"", ""Aghanim's Scepter"", 'Bloodstone', 'Heart of Tarrasque', ""Shiva's Guard""]","['Wind Waker', 'Refresher Orb']","['Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Blade Mail', 'Bracer', 'Eternal Shroud', 'Black King Bar', ""Aghanim's Scepter"", 'Soul Ring']"
512,Primal Beast,Support,ROMP N' STOMP,70,49,"[1, 0, 1, 0]","['Trample', 'Onslaught', 'Trample', 'Onslaught', 'Trample', 'Pulverize', 'Trample', 'Onslaught', 'Onslaught', '+90 Onslaught Damage']","['Tango', 'Blood Grenade', 'Boots of Speed', 'Sentry Ward', 'Wind Lace', 'Iron Branch', 'Observer and Sentry Wards', 'Observer Ward', 'Faerie Fire', 'Enchanted Mango', 'Iron Branch']","['Black King Bar', 'Eternal Shroud', 'Heart of Tarrasque', ""Shiva's Guard"", 'Refresher Orb', 'Yasha']","['Boots of Speed', 'Wind Lace', 'Null Talisman', 'Magic Wand', 'Phase Boots', 'Tranquil Boots']","['Drum of Endurance', 'Blade Mail', 'Helm of Iron Will', ""Aghanim's Shard"", 'Black King Bar', 'Blink Dagger', ""Eul's Scepter of Divinity"", 'Boots of Bearing', ""Aghanim's Scepter"", ""Shiva's Guard""]","[""Linken's Sphere"", 'Refresher Orb', 'Yasha']","['Boots of Speed', 'Wind Lace', 'Magic Wand', 'Phase Boots', 'Tranquil Boots', ""Aghanim's Shard"", 'Black King Bar', 'Blink Dagger']"
513,Puck,Mid,JOSTLING RIFT,2307,52,"[1, 0, 1, 1]","['Illusory Orb', 'Phase Shift', 'Illusory Orb', 'Waning Rift', 'Illusory Orb', 'Dream Coil', 'Illusory Orb', 'Waning Rift', 'Waning Rift', 'Waning Rift']","['Tango', 'Faerie Fire', 'Iron Branch', 'Observer Ward', 'Iron Branch']","['Parasma', 'Blink Dagger', ""Linken's Sphere"", 'Octarine Core', 'Mjollnir', ""Aghanim's Scepter""]","['Bottle', 'Null Talisman', 'Null Talisman', 'Magic Wand', 'Boots of Speed', 'Power Treads']","['Witch Blade', 'Wind Lace', 'Blink Dagger', ""Eul's Scepter of Divinity"", 'Kaya', ""Aghanim's Shard"", 'Boots of Travel', 'Maelstrom', 'Parasma', ""Linken's Sphere"", 'Octarine Core', ""Aghanim's Scepter"", 'Black King Bar']","['Mjollnir', 'Crystalys', 'Daedalus', 'Arcane Blink', 'Wind Waker', 'Boots of Travel 2', 'Divine Rapier', 'Refresher Orb']","['Bottle', 'Null Talisman', 'Magic Wand', 'Boots of Speed', 'Power Treads', 'Witch Blade', 'Blink Dagger', ""Eul's Scepter of Divinity"", 'Maelstrom', 'Mjollnir', 'Parasma', ""Aghanim's Scepter"", ""Aghanim's Shard"", ""Linken's Sphere"", 'Octarine Core', 'Wind Lace']"
514,Puck,Mid,CURVEBALL,115,49,"[1, 0, 1, 1]","['Illusory Orb', 'Phase Shift', 'Illusory Orb', 'Waning Rift', 'Illusory Orb', 'Dream Coil', 'Illusory Orb', 'Waning Rift', 'Waning Rift', 'Waning Rift']","['Tango', 'Faerie Fire', 'Observer Ward', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Circlet']","['Blink Dagger', 'Parasma', 'Mjollnir', ""Eul's Scepter of Divinity"", ""Linken's Sphere"", 'Black King Bar']","['Bottle', 'Null Talisman', 'Null Talisman', 'Magic Wand', 'Boots of Speed', 'Power Treads']","['Witch Blade', 'Wind Lace', 'Blink Dagger', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Parasma', 'Maelstrom', ""Aghanim's Scepter"", ""Linken's Sphere"", 'Octarine Core']","['Black King Bar', 'Mjollnir', 'Crystalys', 'Daedalus', 'Refresher Orb']","['Bottle', 'Null Talisman', 'Magic Wand', 'Boots of Speed', 'Power Treads', 'Witch Blade', 'Blink Dagger', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Parasma', ""Aghanim's Scepter"", 'Maelstrom', ""Linken's Sphere"", 'Octarine Core']"
515,Pudge,Carry,FRESH MEAT,274,46,"[0, 1, 1, 1]","['Meat Hook', 'Rot', 'Rot', 'Meat Shield', 'Rot', 'Dismember', 'Rot', 'Meat Shield', 'Meat Shield', 'Meat Shield']","['Tango', 'Circlet', 'Gauntlets of Strength', 'Magic Stick', 'Iron Branch', 'Quelling Blade', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Faerie Fire', 'Ring of Protection', 'Circlet']","[""Shiva's Guard"", 'Phase Boots', 'Black King Bar', 'Blink Dagger', 'Eternal Shroud', 'Blade Mail']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Phase Boots', 'Wind Lace']","['Helm of Iron Will', ""Aghanim's Scepter"", 'Veil of Discord', 'Eternal Shroud', 'Blink Dagger', ""Aghanim's Shard"", 'Crimson Guard', 'Black King Bar', 'Ghost Scepter', ""Shiva's Guard"", 'Boots of Travel', 'Sange', ""Eul's Scepter of Divinity"", 'Aether Lens']","['Ethereal Blade', 'Kaya and Sange', 'Refresher Orb', 'Overwhelming Blink', 'Boots of Travel 2']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Phase Boots', ""Aghanim's Scepter"", 'Eternal Shroud', 'Blink Dagger', 'Black King Bar', 'Ghost Scepter', ""Shiva's Guard"", 'Veil of Discord', ""Aghanim's Shard"", 'Helm of Iron Will']"
516,Pudge,Carry,FLAYER'S HOOK,161,39,"[1, 1, 1, 0]","['Meat Hook', 'Rot', 'Rot', 'Meat Shield', 'Rot', 'Dismember', 'Rot', 'Meat Shield', 'Meat Shield', 'Meat Shield']","['Tango', 'Iron Branch', 'Circlet', 'Gauntlets of Strength', 'Magic Stick', 'Iron Branch', 'Quelling Blade', 'Iron Branch', 'Gauntlets of Strength', 'Ring of Protection', 'Enchanted Mango', 'Faerie Fire', 'Blood Grenade']","['Phase Boots', ""Aghanim's Scepter"", 'Lotus Orb', 'Blink Dagger', 'Black King Bar', ""Shiva's Guard""]","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Phase Boots', 'Wind Lace']","['Helm of Iron Will', 'Vanguard', 'Aether Lens', ""Aghanim's Scepter"", 'Veil of Discord', 'Eternal Shroud', 'Blink Dagger', ""Aghanim's Shard"", 'Lotus Orb', 'Black King Bar', ""Shiva's Guard"", 'Heart of Tarrasque']","['Wind Waker', 'Refresher Orb']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Phase Boots', ""Aghanim's Scepter"", 'Eternal Shroud', 'Helm of Iron Will', 'Black King Bar', 'Blink Dagger', 'Veil of Discord']"
517,Pudge,Carry,FLAYER'S HOOK,56,57,"[1, 1, 1, 1]","['Meat Hook', 'Rot', 'Rot', 'Meat Shield', 'Rot', 'Dismember', 'Rot', 'Meat Shield', 'Meat Shield', 'Meat Shield']","['Tango', 'Circlet', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Quelling Blade', 'Ring of Protection', 'Enchanted Mango', 'Gauntlets of Strength', 'Iron Branch', 'Faerie Fire']","[""Shiva's Guard"", 'Black King Bar', 'Eternal Shroud', 'Blink Dagger', ""Aghanim's Scepter"", 'Boots of Travel']","['Bracer', 'Boots of Speed', 'Magic Wand', 'Phase Boots']","['Helm of Iron Will', ""Aghanim's Scepter"", 'Aether Lens', 'Veil of Discord', 'Eternal Shroud', 'Blink Dagger', ""Aghanim's Shard"", 'Black King Bar', 'Ghost Scepter', ""Shiva's Guard"", ""Eul's Scepter of Divinity""]","['Ethereal Blade', 'Blade Mail', 'Boots of Travel', 'Overwhelming Blink', 'Octarine Core']","['Bracer', 'Boots of Speed', 'Magic Wand', ""Shiva's Guard"", 'Veil of Discord', 'Eternal Shroud', 'Phase Boots', ""Aghanim's Scepter"", 'Blink Dagger', 'Black King Bar', ""Aghanim's Shard"", 'Helm of Iron Will']"
518,Pudge,Mid,FRESH MEAT,223,48,"[1, 1, 1, 1]","['Meat Hook', 'Rot', 'Rot', 'Meat Shield', 'Rot', 'Dismember', 'Rot', 'Meat Shield', 'Meat Shield', 'Meat Shield']","['Tango', 'Observer Ward', 'Faerie Fire', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength', 'Circlet', 'Iron Branch', 'Iron Branch', 'Ring of Protection']","['Black King Bar', 'Eternal Shroud', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Phase Boots', 'Blink Dagger']","['Bottle', 'Bracer', 'Boots of Speed', 'Bracer', 'Magic Wand', 'Wind Lace', 'Phase Boots']","['Blade Mail', 'Helm of Iron Will', 'Blink Dagger', 'Eternal Shroud', ""Aghanim's Scepter"", 'Veil of Discord', ""Aghanim's Shard"", 'Ghost Scepter', 'Black King Bar', ""Shiva's Guard"", 'Heart of Tarrasque']","['Boots of Travel', 'Overwhelming Blink', 'Boots of Travel 2']","['Bottle', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Black King Bar', 'Blink Dagger', ""Shiva's Guard"", 'Eternal Shroud', ""Aghanim's Shard"", 'Wind Lace', 'Phase Boots', ""Aghanim's Scepter"", 'Veil of Discord']"
519,Pudge,Mid,FLAYER'S HOOK,322,48,"[1, 1, 1, 1]","['Meat Hook', 'Rot', 'Rot', 'Meat Shield', 'Rot', 'Dismember', 'Rot', 'Meat Shield', 'Meat Shield', 'Meat Shield']","['Tango', 'Observer Ward', 'Faerie Fire', 'Iron Branch', 'Quelling Blade', 'Iron Branch', 'Gauntlets of Strength', 'Circlet', 'Iron Branch', 'Iron Branch', 'Magic Stick', 'Blood Grenade']","['Black King Bar', 'Blink Dagger', 'Phase Boots', ""Aghanim's Scepter"", 'Eternal Shroud', ""Shiva's Guard""]","['Bottle', 'Boots of Speed', 'Bracer', 'Magic Wand', 'Wind Lace', 'Phase Boots']","['Helm of Iron Will', 'Blade Mail', 'Blink Dagger', 'Eternal Shroud', ""Aghanim's Scepter"", 'Veil of Discord', 'Aether Lens', ""Aghanim's Shard"", 'Boots of Travel', 'Ghost Scepter', 'Black King Bar', ""Shiva's Guard"", 'Ethereal Blade', 'Sange']","[""Heaven's Halberd"", 'Heart of Tarrasque', 'Overwhelming Blink', 'Refresher Orb']","['Bottle', 'Boots of Speed', 'Bracer', 'Wind Lace', 'Magic Wand', 'Phase Boots', ""Aghanim's Scepter"", 'Blink Dagger', 'Black King Bar', 'Eternal Shroud', ""Aghanim's Shard"", 'Aether Lens', 'Blade Mail', 'Veil of Discord', 'Ghost Scepter', 'Ethereal Blade', ""Shiva's Guard""]"
520,Pudge,Mid,FLAYER'S HOOK,39,13,[1],"['Meat Hook', 'Rot', 'Meat Hook', 'Rot', 'Meat Hook', 'Dismember', 'Meat Hook', 'Rot', 'Rot', 'Meat Shield']","['Tango', 'Faerie Fire', 'Observer Ward', 'Gauntlets of Strength', 'Iron Branch', 'Blood Grenade', 'Iron Branch', 'Iron Branch', 'Magic Stick', 'Enchanted Mango', 'Quelling Blade', 'Circlet', 'Iron Branch']",[],['Boots of Speed'],"['Aether Lens', 'Blade Mail', 'Eternal Shroud', 'Hand of Midas', ""Aghanim's Shard"", 'Drum of Endurance']",[],"['Bottle', 'Boots of Speed', 'Wind Lace', 'Magic Wand', 'Tranquil Boots', 'Phase Boots']"
